0	1
2	1
3	2
4	1
5	1
6	1
7	2
8	2
9	3
10	2
11	4
12	3
13	3
14	6
15	3
17	1
18	1
19	1
21	1
22	4
23	4
24	3
25	1
26	3
27	1
28	2
29	2
30	1
31	3
32	2
33	3
34	2
35	2
36	2
37	5
38	4
39	1
40	1
41	2
42	2
43	1
44	6
45	4
46	1
48	3
49	3
50	2
51	2
52	3
53	1
54	4
55	2
56	4
57	3
58	4
59	3
60	1
61	6
62	3
63	1
64	1
67	1
68	1
69	1
70	1
71	1
72	2
73	1
74	1
75	2
77	2
78	1
79	3
81	1
82	3
83	3
84	1
86	1
87	2
88	1
89	1
90	3
91	3
92	1
94	4
95	2
96	1
97	1
98	6
100	3
101	3
102	2
103	3
105	5
106	3
107	2
108	3
110	1
111	1
112	3
113	3
114	3
116	1
117	4
118	1
119	1
121	2
122	4
123	1
124	2
125	2
126	1
127	2
128	4
129	2
130	1
131	3
132	3
133	1
134	3
135	4
136	3
137	2
138	4
139	2
141	3
142	4
143	6
144	3
145	4
146	2
147	2
148	1
149	3
150	4
152	2
154	1
155	2
157	1
158	2
159	1
161	2
162	5
163	4
164	3
165	3
166	1
167	3
168	2
169	2
170	2
171	6
172	4
173	2
175	3
176	3
177	4
178	2
179	7
180	3
181	4
182	4
183	4
184	3
185	1
186	3
187	1
188	2
189	1
190	1
191	1
192	2
193	5
194	2
195	1
196	4
197	3
198	2
199	2
200	1
201	1
202	2
203	2
204	4
205	2
207	1
208	2
209	2
210	2
211	4
212	2
213	3
214	3
215	4
216	3
217	5
218	4
219	2
220	1
221	1
222	4
223	1
224	5
225	1
226	3
227	3
228	1
229	2
230	5
231	4
233	4
234	3
235	4
236	2
238	4
239	2
240	2
241	2
242	3
243	1
244	1
245	5
246	5
247	3
248	4
249	5
250	1
251	2
252	1
253	3
254	1
256	2
257	2
258	2
259	1
260	3
261	4
262	3
263	1
264	1
265	2
267	1
268	2
269	1
270	2
271	2
272	2
273	2
274	1
275	3
276	3
277	3
279	3
280	1
281	2
282	6
283	5
286	5
287	2
289	1
290	1
291	4
292	3
293	5
294	2
295	2
296	2
297	4
298	2
299	1
300	2
301	1
302	3
303	5
304	1
306	1
307	2
309	1
310	4
311	2
312	2
313	3
316	2
317	4
318	1
319	2
321	1
322	2
323	2
324	1
325	4
326	1
327	2
328	2
329	2
330	2
331	2
332	3
333	4
334	3
335	1
336	1
337	3
339	2
340	1
342	1
343	3
345	4
346	3
347	2
348	2
349	5
350	1
351	1
352	1
353	3
354	4
355	2
356	4
357	2
358	1
359	1
360	1
361	2
362	3
364	3
365	2
366	4
367	6
368	1
369	2
370	3
371	3
373	2
374	1
375	1
377	5
378	2
379	5
380	2
382	3
383	3
384	5
385	1
386	2
387	1
389	2
390	1
391	2
392	1
393	5
394	4
395	5
396	1
397	2
400	4
402	3
403	3
404	3
406	4
407	3
408	1
409	2
410	3
411	3
412	2
414	3
415	3
417	3
419	1
420	3
421	3
422	3
423	3
424	3
426	2
427	4
428	3
429	1
430	2
431	4
432	2
433	4
434	2
435	2
436	1
437	3
438	2
439	1
441	1
442	2
444	1
445	2
446	3
447	2
448	2
449	3
450	2
451	4
452	1
453	2
454	4
455	1
456	5
457	2
458	4
459	1
460	3
462	1
463	2
464	6
465	1
466	1
467	1
469	4
470	3
471	2
472	2
474	1
475	2
476	3
477	2
478	4
479	3
480	2
482	1
483	1
484	2
485	3
486	1
487	3
488	3
489	3
490	6
491	3
492	2
493	2
495	2
496	1
497	3
498	2
500	2
501	3
502	1
503	3
504	2
505	2
506	1
507	1
508	2
509	4
510	2
511	1
512	6
513	3
514	1
515	4
516	4
517	1
518	3
519	2
520	1
521	3
522	2
523	1
524	2
525	1
526	2
527	1
528	3
529	2
530	5
531	1
532	2
533	1
534	2
535	3
536	2
537	2
538	5
539	3
540	3
541	4
542	5
543	2
544	1
545	1
546	3
547	2
548	4
549	3
550	2
551	2
552	5
553	4
554	3
555	4
557	4
558	2
559	2
560	3
561	4
562	2
563	2
564	1
565	2
566	1
567	2
568	5
569	2
570	1
571	3
572	5
573	4
574	4
575	4
576	3
577	1
578	2
579	2
580	4
581	4
582	2
583	4
584	2
585	2
586	2
587	4
588	3
590	1
591	1
593	3
594	2
595	2
596	2
597	3
598	2
599	2
600	1
601	5
602	3
603	3
604	2
605	2
606	2
607	3
608	3
609	2
610	3
611	3
612	2
613	2
614	3
615	1
616	2
617	1
619	2
620	2
623	3
624	6
625	1
626	2
628	1
630	3
631	1
632	2
633	2
634	3
635	1
636	5
637	1
638	3
639	1
640	1
641	1
642	1
643	2
644	2
645	2
646	4
647	4
648	2
649	2
650	3
651	4
652	3
653	3
654	3
655	5
656	2
658	2
659	2
660	2
661	2
662	2
663	1
664	3
665	5
666	1
667	3
668	1
669	3
670	2
671	5
672	2
673	3
674	2
675	3
676	1
677	2
678	1
679	3
680	2
681	4
683	1
684	1
685	4
686	4
687	2
688	2
690	3
691	4
694	1
695	2
696	3
697	4
698	3
699	2
700	2
701	3
702	5
703	2
704	2
705	2
706	3
707	5
708	4
709	1
710	4
711	3
712	3
713	2
714	2
715	2
716	2
717	3
718	2
719	5
720	3
721	3
722	3
723	3
725	6
726	3
727	3
728	5
729	2
730	2
731	2
732	2
733	1
734	2
735	4
736	1
737	4
738	2
739	2
740	2
741	3
742	1
744	3
745	1
746	5
747	1
748	2
749	2
750	3
751	2
752	2
753	1
754	1
755	4
756	1
757	1
758	5
759	2
760	5
761	2
763	2
764	3
765	1
766	2
767	1
768	3
769	3
770	3
771	2
772	5
773	3
774	3
775	1
776	1
777	5
778	6
779	3
780	1
781	2
782	2
783	2
784	3
785	3
786	1
787	2
788	2
789	4
790	1
791	3
792	3
793	1
794	2
795	1
796	3
797	1
798	1
799	3
801	2
802	2
803	2
804	1
805	2
807	5
808	2
809	4
811	4
812	2
814	2
816	5
817	4
818	1
819	3
821	3
822	2
823	1
824	2
826	2
827	1
829	1
830	2
831	3
832	5
833	1
834	4
835	2
836	2
837	2
838	2
839	3
840	1
841	2
842	3
843	5
844	1
845	5
846	3
847	2
848	1
849	4
850	1
851	3
852	2
853	2
854	1
855	3
856	4
857	2
858	2
859	3
860	3
861	4
862	4
863	1
864	4
865	1
867	5
868	3
869	4
870	3
871	2
872	3
873	3
874	4
875	1
876	2
877	7
878	3
879	1
880	3
881	2
882	1
883	1
884	1
885	3
886	2
887	2
888	4
889	3
890	2
891	1
893	3
894	2
896	3
897	1
898	1
899	3
900	4
901	2
902	3
903	4
904	3
905	1
906	3
